Unnamed: 0,task_id,title,description,status,source_layer,matched_file,source,main_branch
399,TASK400,Detected logic: run_circular_trap_scan,Auto-detected from scan in smartswasthya/tools/coder_tools/circular_trap_scanner.py,done,AutoScan,smartswasthya/tools/coder_tools/circular_trap_scanner.py,auto_scan,MISC
400,TASK401,Detected logic: dfs,Auto-detected from scan in smartswasthya/tools/coder_tools/circular_trap_scanner.py,done,AutoScan,smartswasthya/tools/coder_tools/circular_trap_scanner.py,auto_scan,MISC
401,TASK402,Detected logic: sync_developer_docs,Auto-detected from scan in smartswasthya/tools/coder_tools/docs_sync.py,done,AutoScan,smartswasthya/tools/coder_tools/docs_sync.py,auto_scan,SYNC_AND_BACKUP
402,TASK403,Detected logic: log_dummy_outputs,Auto-detected from scan in smartswasthya/tools/coder_tools/dummy_checker.py,done,AutoScan,smartswasthya/tools/coder_tools/dummy_checker.py,auto_scan,MISC
403,TASK404,Detected logic: handle_route_duplicates,Auto-detected from scan in smartswasthya/tools/coder_tools/duplicator.py,done,AutoScan,smartswasthya/tools/coder_tools/duplicator.py,auto_scan,MISC
404,TASK405,Detected logic: print_menu,Auto-detected from scan in smartswasthya/tools/coder_tools/main_trigger.py,done,AutoScan,smartswasthya/tools/coder_tools/main_trigger.py,auto_scan,MISC
405,TASK406,Detected logic: backup_file_if_needed,Auto-detected from scan in smartswasthya/tools/coder_tools/patcher.py,done,AutoScan,smartswasthya/tools/coder_tools/patcher.py,auto_scan,SYNC_AND_BACKUP
406,TASK407,Detected logic: apply_patch_queue,Auto-detected from scan in smartswasthya/tools/coder_tools/patcher.py,done,AutoScan,smartswasthya/tools/coder_tools/patcher.py,auto_scan,MISC
407,TASK408,Detected logic: add_patch_instruction,Auto-detected from scan in smartswasthya/tools/coder_tools/patch_queue.py,done,AutoScan,smartswasthya/tools/coder_tools/patch_queue.py,auto_scan,MISC
408,TASK409,Detected logic: list_patch_queue,Auto-detected from scan in smartswasthya/tools/coder_tools/patch_queue.py,done,AutoScan,smartswasthya/tools/coder_tools/patch_queue.py,auto_scan,MISC
409,TASK410,Detected logic: generate_pyproject_if_missing,Auto-detected from scan in smartswasthya/tools/coder_tools/pyproject_writer.py,done,AutoScan,smartswasthya/tools/coder_tools/pyproject_writer.py,auto_scan,MISC
410,TASK411,Detected logic: detect_route_conflicts,Auto-detected from scan in smartswasthya/tools/coder_tools/route_conflict_handler.py,done,AutoScan,smartswasthya/tools/coder_tools/route_conflict_handler.py,auto_scan,MISC
411,TASK412,Detected logic: generate_snapshot,Auto-detected from scan in smartswasthya/tools/coder_tools/snapshot_generator.py,done,AutoScan,smartswasthya/tools/coder_tools/snapshot_generator.py,auto_scan,MISC
412,TASK413,Detected logic: log_version_event,Auto-detected from scan in smartswasthya/tools/coder_tools/version_tracker.py,done,AutoScan,smartswasthya/tools/coder_tools/version_tracker.py,auto_scan,MISC
413,TASK414,Detected logic: list_versions,Auto-detected from scan in smartswasthya/tools/coder_tools/version_tracker.py,done,AutoScan,smartswasthya/tools/coder_tools/version_tracker.py,auto_scan,MISC
414,TASK415,Detected logic: run_cmd,Auto-detected from scan in smartswasthya/tools/devops/auto_migrate.py,done,AutoScan,smartswasthya/tools/devops/auto_migrate.py,auto_scan,MISC
415,TASK416,Detected logic: refresh_python_bundle,Auto-detected from scan in smartswasthya/tools/devops/dev_bundle.auto_update.py,done,AutoScan,smartswasthya/tools/devops/dev_bundle.auto_update.py,auto_scan,MISC
416,TASK417,Detected logic: refresh_node_bundle,Auto-detected from scan in smartswasthya/tools/devops/dev_bundle.auto_update.py,done,AutoScan,smartswasthya/tools/devops/dev_bundle.auto_update.py,auto_scan,MISC
417,TASK418,Detected logic: build_reverse_trace,Auto-detected from scan in smartswasthya/tools/devops/reverse_trace_builder.py,done,AutoScan,smartswasthya/tools/devops/reverse_trace_builder.py,auto_scan,DEVOPS_AND_DOCKER
418,TASK419,Detected logic: seed_admin,Auto-detected from scan in smartswasthya/tools/devops/seed_admin.py,done,AutoScan,smartswasthya/tools/devops/seed_admin.py,auto_scan,ADMIN_CONTROLS
419,TASK420,Detected logic: extract_tar_gz,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan,SYNC_AND_BACKUP
420,TASK421,Detected logic: compress_to_tar_gz,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan,SYNC_AND_BACKUP
421,TASK422,Detected logic: read_pyproject_dependencies,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan,MISC
422,TASK423,Detected logic: read_installed_manifest,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan,MISC
423,TASK424,Detected logic: write_installed_manifest,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan,MISC
424,TASK425,Detected logic: log_bundle_update,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan,MISC
425,TASK426,Detected logic: update_installed_manifest,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan,MISC
426,TASK427,Detected logic: remove_win_wheels,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan,MISC
427,TASK428,Detected logic: deduplicate_whl_files,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan,MISC
428,TASK429,Detected logic: update_python_bundle,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan,MISC
429,TASK430,Detected logic: get_logged_in_user,Auto-detected from scan in smartswasthya/utils/auth_guard.py,done,AutoScan,smartswasthya/utils/auth_guard.py,auto_scan,USER_MANAGEMENT
430,TASK431,Detected logic: get_admin_token_header,Auto-detected from scan in smartswasthya/utils/auth_guard.py,done,AutoScan,smartswasthya/utils/auth_guard.py,auto_scan,USER_MANAGEMENT
431,TASK432,Detected logic: list_all_files,Auto-detected from scan in smartswasthya/utils/file_scanner.py,done,AutoScan,smartswasthya/utils/file_scanner.py,auto_scan,MISC
432,TASK433,Detected logic: filter_files_by_time,Auto-detected from scan in smartswasthya/utils/file_scanner.py,done,AutoScan,smartswasthya/utils/file_scanner.py,auto_scan,MISC
433,TASK434,Detected logic: extract_tar_file,Auto-detected from scan in smartswasthya/utils/file_scanner.py,done,AutoScan,smartswasthya/utils/file_scanner.py,auto_scan,SYNC_AND_BACKUP
434,TASK435,Detected logic: get_template_routes_map,Auto-detected from scan in smartswasthya/utils/file_scanner.py,done,AutoScan,smartswasthya/utils/file_scanner.py,auto_scan,FRONTEND_ROUTES
435,TASK436,Detected logic: log_admin_task,Auto-detected from scan in smartswasthya/utils/logger_helper.py,done,AutoScan,smartswasthya/utils/logger_helper.py,auto_scan,ADMIN_CONTROLS
